key	text	tooltip
effects_description_wh2_dlc11_effect_skill_speed_increase_bst_warhounds_razorgors_centigors_chariots_harpies_rank7	Speed: %+n% for Centigors, Centigors (Great Weapons), Razorgor Herd, Razorgor Chariot, Tuskgor Chariot, Chaos Warhounds, Feral Manticore and Harpies units {{tr:rank7}}	true
effects_description_wh2_dlc11_effect_skill_charge_increase_bst_warhounds_razorgor_herd_harpies	Charge bonus: %+n for Chaos Warhounds, Razorgor Herd, Feral Manticore and Harpies units	true
effects_description_wh2_dlc11_effect_skill_melee_attack_increase_bst_warhounds_razorgor_herd_harpies	Melee attack: %+n for Chaos Warhounds, Razorgor Herd, Feral Manticore and Harpies units	true
effects_description_wh2_dlc11_effect_skill_charge_increase_bst_warhounds_razorgors_centigors_chariots_harpies_rank7	Charge bonus: %+n for Centigors, Centigors (Great Weapons), Razorgor Herd, Razorgor Chariot, Tuskgor Chariot, Chaos Warhounds, Feral Manticore and Harpies units {{tr:rank7}}	true
effects_description_wh2_dlc11_effect_skill_missile_resist_increase_bst_warhounds_razorgors_centigors_chariots_harpies_rank7	Missile resistance: %n% for Centigors, Centigors (Great Weapons), Razorgor Herd, Razorgor Chariot, Tuskgor Chariot, Chaos Warhounds, Feral Manticore and Harpies units {{tr:rank7}}	true
effects_description_wh2_dlc17_effect_force_unit_stat_armour_minotaurs_dummy	Armour: %+n (assigned Minotaurs unit)	true
effects_description_wh2_dlc17_effect_unit_enable_attribute_terror_dummy	Attribute: Causes Terror (assigned unit)	true
effects_description_wh2_dlc17_effect_ability_enable_banner_of_madness_dummy	Passive ability: "Banner of Madness" (assigned unit)	true
effects_description_wh2_dlc17_effect_unit_enable_attribute_fear_dummy	Attribute: Causes Fear (assigned unit)	true
effects_description_wh2_dlc17_effect_force_unit_stat_melee_damage_minotaurs_dummy	Weapon strength: %+n% (assigned Minotaurs unit)	true
effects_description_wh2_dlc17_effect_force_unit_stat_melee_attack_minotaurs_dummy	Melee attack: %+n (assigned Minotaurs unit)	true
effects_description_wh2_main_effect_physical_resistance_increase_dummy	Physical resistance: %n% (assigned unit)	true
effects_description_wh2_dlc17_effect_force_army_battle_movement_speed_dummy	Speed: %+n% (assigned unit)	true
effects_description_wh_main_effect_force_unit_stat_melee_damage_dummy	Weapon strength: %+n% (assigned unit)	true
