building	effect	value	effect_scope	value_damaged	value_ruined
wh2_main_special_settlement_eight_peaks_hef_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_eight_peaks_hef_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_eight_peaks_hef_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_eight_peaks_hef_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_eight_peaks_emp_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_eight_peaks_emp_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_eight_peaks_emp_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_eight_peaks_emp_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_eight_peaks_emp_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_eight_peaks_def_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_eight_peaks_def_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_eight_peaks_def_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_eight_peaks_def_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_eight_peaks_def_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_eight_peaks_cst_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_eight_peaks_cst_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_eight_peaks_cst_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_eight_peaks_cst_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_eight_peaks_cst_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_eight_peaks_brt_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_eight_peaks_brt_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_eight_peaks_brt_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_eight_peaks_brt_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_eight_peaks_brt_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_pyramid_of_nagash_cst_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_pyramid_of_nagash_cst_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_pyramid_of_nagash_cst_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_pyramid_of_nagash_cst_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_miragliano_lzd_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_miragliano_lzd_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_miragliano_lzd_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_miragliano_lzd_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_miragliano_lzd_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_miragliano_hef_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_miragliano_hef_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_miragliano_hef_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_miragliano_hef_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_miragliano_hef_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_miragliano_grn_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_miragliano_grn_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_miragliano_grn_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_miragliano_grn_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_miragliano_grn_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_miragliano_dwf_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_miragliano_dwf_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_miragliano_dwf_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_miragliano_dwf_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_miragliano_dwf_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_miragliano_def_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_miragliano_def_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_miragliano_def_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_miragliano_def_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_miragliano_def_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_miragliano_skv_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_main_special_settlement_miragliano_skv_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_main_special_settlement_miragliano_skv_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_main_special_settlement_miragliano_skv_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_miragliano_skv_1	wh_main_effect_construction_slot_multiple_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_gaean_vale_cst_5	wh_main_effect_construction_slot_multiple_dummy	7.0	this_building	7.0	7.0
wh2_main_special_settlement_gaean_vale_cst_4	wh_main_effect_construction_slot_multiple_dummy	5.0	this_building	5.0	5.0
wh2_main_special_settlement_gaean_vale_cst_3	wh_main_effect_construction_slot_multiple_dummy	3.0	this_building	3.0	3.0
wh2_main_special_settlement_gaean_vale_cst_2	wh_main_effect_construction_slot_multiple_dummy	2.0	this_building	2.0	2.0
wh2_main_special_settlement_gaean_vale_cst_1	wh_main_effect_construction_slot_multiple_dummy	1.0	this_building	1.0	1.0
wh2_main_special_settlement_athel_loren_lzd_5	wh_main_effect_construction_slot_multiple_dummy	5.0	this_building	5.0	5.0
wh2_main_special_settlement_athel_loren_lzd_4	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_main_special_settlement_athel_loren_lzd_3	wh_main_effect_construction_slot_multiple_dummy	3.0	this_building	3.0	3.0
wh2_main_special_settlement_athel_loren_lzd_2	wh_main_effect_construction_slot_multiple_dummy	2.0	this_building	2.0	2.0
wh2_dlc09_special_settlement_eight_peaks_tmb_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_dlc09_special_settlement_eight_peaks_tmb_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_dlc09_special_settlement_eight_peaks_tmb_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_dlc09_special_settlement_eight_peaks_tmb_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_dlc09_special_settlement_eight_peaks_tmb_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_dlc09_special_settlement_naggarond_tmb_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_dlc09_special_settlement_naggarond_tmb_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_dlc09_special_settlement_naggarond_tmb_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_dlc09_special_settlement_naggarond_tmb_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_dlc09_special_settlement_naggarond_tmb_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh2_dlc09_special_settlement_miragliano_tmb_5	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh2_dlc09_special_settlement_miragliano_tmb_4	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh2_dlc09_special_settlement_miragliano_tmb_3	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh2_dlc09_special_settlement_miragliano_tmb_2	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh2_dlc09_special_settlement_miragliano_tmb_1	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh_main_special_settlement_eight_peaks_5_grn	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh_main_special_settlement_eight_peaks_4_grn	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh_main_special_settlement_eight_peaks_3_grn	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh_main_special_settlement_eight_peaks_2_grn	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh_main_special_settlement_eight_peaks_1_grn	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
wh_main_special_settlement_eight_peaks_5_dwf	wh_main_effect_construction_slot_multiple_dummy	9.0	this_building	9.0	9.0
wh_main_special_settlement_eight_peaks_4_dwf	wh_main_effect_construction_slot_multiple_dummy	8.0	this_building	8.0	8.0
wh_main_special_settlement_eight_peaks_3_dwf	wh_main_effect_construction_slot_multiple_dummy	6.0	this_building	6.0	6.0
wh_main_special_settlement_eight_peaks_2_dwf	wh_main_effect_construction_slot_multiple_dummy	4.0	this_building	4.0	4.0
wh_main_special_settlement_eight_peaks_1_dwf	wh_main_effect_construction_slot_dummy	2.0	this_building	2.0	2.0
