building	effect	value	effect_scope	value_damaged	value_ruined
wh2_dlc15_special_mount_arachnos_2	wh_dlc15_effect_force_unit_stat_melee_defence_grn_hatchlings	4.0	faction_to_army_own	2.0	0.0
wh2_dlc15_special_mount_arachnos_2	wh_main_effect_economy_gdp_subsistance	100.0	building_to_building_own	50.0	0.0
wh2_dlc15_special_mount_arachnos_3	wh_dlc15_effect_force_unit_stat_armour_grn_hatchlings	15.0	faction_to_army_own	8.0	0.0
wh2_dlc15_special_mount_arachnos_3	wh_dlc15_effect_force_unit_stat_melee_attack_grn_hatchlings	8.0	faction_to_army_own	4.0	0.0
wh2_dlc15_special_mount_arachnos_3	wh_dlc15_effect_force_unit_stat_melee_defence_grn_hatchlings	8.0	faction_to_army_own	4.0	0.0
wh2_dlc15_special_mount_arachnos_3	wh_dlc15_effect_force_unit_stat_weapon_strength_grn_hatchlings	3.0	faction_to_army_own	2.0	0.0
wh2_dlc15_special_mount_arachnos_3	wh_main_effect_economy_gdp_subsistance	150.0	building_to_building_own	75.0	0.0
wh2_dlc15_special_nagashizzar_azhag	wh_dlc15_faction_diplomacy_bonus_vampires_arkhan	50.0	faction_to_faction_own_unseen	25.0	0.0
wh2_dlc15_special_nagashizzar_azhag	wh_main_effect_economy_gdp_subsistance	450.0	building_to_building_own	225.0	0.0
wh2_dlc15_special_nagashizzar_azhag	wh_main_effect_public_order_penalty_other_religions	-100.0	faction_to_province_own	-50.0	0.0
wh2_dlc15_special_nagashizzar_azhag	wh_main_effect_religion_conversion_undeath	50.0	region_to_region_own	25.0	0.0
wh2_main_special_yvresse_amphitheatre	wh_main_effect_force_unit_stat_morale_defending	10.0	building_to_force_own_provincewide	5.0	0.0
wh2_dlc15_special_nagashizzar_azhag	wh_main_effect_battle_magic_lore_of_death_cooldown_rate	-20.0	faction_to_force_own	-10.0	0.0
wh2_dlc14_special_dragon_isle_port_3_tmb	wh_main_effect_economy_gdp_trade_sea	300.0	building_to_building_own	150.0	0.0
wh_main_bretonnia_legendary_bordeleaux_tmb_1	wh_main_effect_economy_gdp_trade_sea	100.0	building_to_building_own	50.0	0.0
wh_main_bretonnia_legendary_bordeleaux_tmb_2	wh_main_effect_economy_gdp_trade_sea	200.0	building_to_building_own	100.0	0.0
wh_main_bretonnia_legendary_bordeleaux_tmb_3	wh_main_effect_economy_gdp_trade_sea	400.0	building_to_building_own	200.0	0.0
wh2_dlc15_special_ka_sabar_city_of_bronze_tmb	wh2_main_effect_building_recruitment_duration_reduction_all	-1.0	province_to_province_own	-1.0	0.0
wh2_dlc15_special_ka_sabar_city_of_bronze	wh2_main_effect_building_recruitment_duration_reduction_all	-1.0	province_to_province_own	-1.0	0.0
wh2_dlc15_special_settlement_massif_orcal_tmb_1	wh_dlc03_effect_technology_research_points	10.0	faction_to_faction_own_unseen	5.0	0.0
wh2_dlc15_special_settlement_massif_orcal_tmb_2	wh_dlc03_effect_technology_research_points	10.0	faction_to_faction_own_unseen	5.0	0.0
wh2_dlc15_special_settlement_massif_orcal_tmb_3	wh_dlc03_effect_technology_research_points	10.0	faction_to_faction_own_unseen	5.0	0.0
wh2_dlc15_special_settlement_massif_orcal_tmb_4	wh_dlc03_effect_technology_research_points	10.0	faction_to_faction_own_unseen	5.0	0.0
wh2_dlc15_special_settlement_massif_orcal_tmb_5	wh_dlc03_effect_technology_research_points	10.0	faction_to_faction_own_unseen	5.0	0.0
wh2_dlc15_special_settlement_tor_yvresse_tmb_1	wh_dlc03_effect_technology_research_points	10.0	faction_to_faction_own_unseen	5.0	0.0
wh2_dlc15_special_settlement_tor_yvresse_tmb_2	wh_dlc03_effect_technology_research_points	10.0	faction_to_faction_own_unseen	5.0	0.0
wh2_dlc15_special_settlement_tor_yvresse_tmb_3	wh_dlc03_effect_technology_research_points	10.0	faction_to_faction_own_unseen	5.0	0.0
wh2_dlc15_special_settlement_tor_yvresse_tmb_4	wh_dlc03_effect_technology_research_points	10.0	faction_to_faction_own_unseen	5.0	0.0
wh2_dlc15_special_settlement_tor_yvresse_tmb_5	wh_dlc03_effect_technology_research_points	10.0	faction_to_faction_own_unseen	5.0	0.0
wh2_dlc09_tmb_cavalry_1	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_1	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_archers_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_2	wh2_dlc09_effect_unit_cap_tmb_cav_nehekhara_horsemen_0	1.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_2	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_2	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_archers_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_3	wh2_dlc09_effect_unit_cap_tmb_cav_necropolis_knights_0	1.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_3	wh2_dlc09_effect_unit_cap_tmb_cav_nehekhara_horsemen_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_3	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_3	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_archers_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_3	wh2_dlc09_effect_unit_cap_tmb_mon_sepulchral_stalkers_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_4	wh2_dlc09_effect_unit_cap_tmb_cav_necropolis_knights_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_4	wh2_dlc09_effect_unit_cap_tmb_cav_necropolis_knights_1	1.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_4	wh2_dlc09_effect_unit_cap_tmb_cav_nehekhara_horsemen_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_4	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_4	wh2_dlc09_effect_unit_cap_tmb_cav_skeleton_horsemen_archers_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_cavalry_4	wh2_dlc09_effect_unit_cap_tmb_mon_sepulchral_stalkers_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_chariots_1	wh2_dlc09_effect_unit_cap_tmb_veh_skeleton_chariot_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_chariots_2	wh2_dlc09_effect_unit_cap_tmb_veh_skeleton_archer_chariot_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_chariots_2	wh2_dlc09_effect_unit_cap_tmb_veh_skeleton_chariot_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_chariots_3	wh2_dlc09_effect_unit_cap_tmb_art_screaming_skull_catapult_0	1.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_chariots_3	wh2_dlc09_effect_unit_cap_tmb_veh_skeleton_archer_chariot_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_chariots_3	wh2_dlc09_effect_unit_cap_tmb_veh_skeleton_chariot_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_estate_1	wh2_dlc09_effect_unit_cap_tmb_mon_bone_giant_0	1.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_hierotitan_1	wh2_dlc09_effect_unit_cap_tmb_mon_heirotitan_0	1.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_infantry_2	wh2_dlc09_effect_unit_cap_tmb_inf_nehekhara_warriors_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_infantry_3	wh2_dlc09_effect_unit_cap_tmb_inf_nehekhara_warriors_0	4.0	building_to_faction_own	2.0	0.0
wh2_dlc09_tmb_infantry_3	wh2_dlc09_effect_unit_cap_tmb_inf_skeleton_archers_0	6.0	building_to_faction_own	3.0	0.0
wh2_dlc09_tmb_infantry_3	wh2_dlc09_effect_unit_cap_tmb_inf_tomb_guard_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_infantry_3	wh2_dlc09_effect_unit_cap_tmb_inf_tomb_guard_1	1.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_public_order_3	wh2_dlc09_effect_unit_cap_tmb_mon_carrion_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_scorpions_1	wh2_dlc09_effect_unit_cap_tmb_mon_tomb_scorpion_0	2.0	building_to_faction_own	1.0	0.0
wh2_dlc09_tmb_ushabti_2	wh2_dlc09_effect_unit_cap_tmb_mon_ushabti_0	2.0	building_to_faction_own	1.0	0.0
