building	effect	value	effect_scope	value_damaged	value_ruined
wh_main_special_settlement_black_crag_1_grn	wh_main_effect_settlement_walls_hidden	1.0	region_to_region_own	1.0	1.0
wh_main_special_settlement_black_crag_2_dwf	wh_main_effect_settlement_walls_hidden	1.0	region_to_region_own	1.0	1.0
wh_main_special_settlement_black_crag_2_grn	wh_main_effect_settlement_walls_hidden	1.0	region_to_region_own	1.0	1.0
wh_main_special_settlement_black_crag_3_dwf	wh_main_effect_settlement_walls_hidden	1.0	region_to_region_own	1.0	1.0
wh_main_special_settlement_black_crag_4_dwf	wh_main_effect_settlement_walls_hidden	1.0	region_to_region_own	1.0	1.0
wh_main_special_settlement_black_crag_4_grn	wh_main_effect_settlement_walls_hidden	1.0	region_to_region_own	1.0	1.0
wh_main_special_settlement_black_crag_5_dwf	wh_main_effect_settlement_walls_hidden	1.0	region_to_region_own	1.0	1.0
wh_main_special_settlement_black_crag_5_grn	wh_main_effect_settlement_walls_hidden	1.0	region_to_region_own	1.0	1.0
wh2_main_special_settlement_hellpit_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_skavenblight_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_skavenblight_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_skavenblight_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_skavenblight_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_skavenblight_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_eight_peaks_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_eight_peaks_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_eight_peaks_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_eight_peaks_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_eight_peaks_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_kislev_cst_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_kislev_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_kislev_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_kislev_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_pyramid_of_nagash_cst_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_pyramid_of_nagash_cst_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_pyramid_of_nagash_cst_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_pyramid_of_nagash_cst_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh_main_special_settlement_black_crag_3_grn	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh_main_special_settlement_eight_peaks_1_dwf	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh_main_special_settlement_eight_peaks_2_dwf	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh_main_special_settlement_eight_peaks_3_dwf	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh_main_special_settlement_eight_peaks_4_dwf	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc15_special_settlement_massif_orcal_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc15_special_settlement_massif_orcal_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc15_special_settlement_massif_orcal_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc15_special_settlement_massif_orcal_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc15_special_settlement_massif_orcal_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc15_special_settlement_tor_yvresse_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc15_special_settlement_tor_yvresse_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc15_special_settlement_tor_yvresse_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc15_special_settlement_tor_yvresse_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_dlc15_special_settlement_tor_yvresse_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_fortress_gate_unicorn_wef_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_gaean_vale_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_gaean_vale_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_gaean_vale_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_gaean_vale_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_gaean_vale_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_other_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_other_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_other_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_other_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_hellpit_other_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_lothern_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_lothern_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_lothern_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_lothern_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_lothern_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_naggarond_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_naggarond_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_naggarond_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_naggarond_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_naggarond_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_sartosa_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_sartosa_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_sartosa_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_sartosa_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_sartosa_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_skavenblight_other_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_skavenblight_other_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_skavenblight_other_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_skavenblight_other_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_skavenblight_other_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_the_awakening_lzd_1	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_the_awakening_lzd_2	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_the_awakening_lzd_3	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_the_awakening_lzd_4	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh2_main_special_settlement_the_awakening_lzd_5	wh_main_effect_force_army_campaign_siege_defend_holdout_time_hidden	2.0	region_to_region_own	2.0	2.0
wh_main_special_settlement_couronne_1_brt	wh_main_effect_province_growth_building	20.0	region_to_province_own	10.0	0.0
wh_main_special_settlement_couronne_2_brt	wh_main_effect_province_growth_building	40.0	region_to_province_own	20.0	0.0
wh_main_special_settlement_couronne_3_brt	wh_main_effect_province_growth_building	60.0	region_to_province_own	30.0	0.0
wh_main_special_settlement_couronne_4_brt	wh_main_effect_province_growth_building	80.0	region_to_province_own	40.0	0.0
wh_main_special_settlement_couronne_5_brt	wh_main_effect_province_growth_building	100.0	region_to_province_own	50.0	0.0
wh2_main_def_worship_1	wh_main_effect_religion_conversion_untainted	3.0	region_to_region_own	2.0	0.0
wh2_main_def_worship_2	wh_main_effect_religion_conversion_untainted	6.0	region_to_region_own	3.0	0.0
wh2_main_def_worship_3	wh_main_effect_religion_conversion_untainted	9.0	region_to_region_own	5.0	0.0
wh_main_brt_worship_2	wh_main_effect_religion_conversion_untainted	3.0	region_to_region_own	2.0	0.0
wh2_main_special_tower_of_hoeth_2	wh2_main_effect_agent_recruitment_xp_hef_mage	5.0	province_to_province_own_unseen	3.0	0.0
wh2_main_special_tower_of_hoeth_2_def	wh2_main_effect_agent_recruitment_xp_def_sorceress	5.0	province_to_province_own_unseen	3.0	0.0
