id	building_level	unit_group
194035	wh2_dlc17_bst_special_settlement_konquata_3	wh_dlc03_bst_inf_gor_herd_0
194036	wh2_dlc17_bst_special_settlement_konquata_3	wh_dlc03_bst_inf_gor_herd_1
194037	wh2_dlc17_bst_special_settlement_konquata_3	wh_dlc03_bst_inf_gor_herd_1
194038	wh2_dlc17_bst_special_settlement_konquata_3	wh_dlc03_bst_inf_minotaurs_0
194039	wh2_dlc17_bst_special_settlement_konquata_3	wh_dlc03_bst_inf_minotaurs_0
194040	wh2_dlc17_bst_special_settlement_konquata_3	wh_dlc03_bst_inf_gor_herd_1
194041	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_bestigor_herd_0
194042	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_minotaurs_0
194043	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_gor_herd_1
194044	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_gor_herd_1
194045	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_gor_herd_0
194046	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_centigors_2
194047	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_gor_herd_1
194048	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_minotaurs_0
194049	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_bestigor_herd_0
194050	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_gor_herd_0
194051	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_ungor_raiders_0
194052	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_ungor_raiders_0
194053	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_centigors_2
194054	wh2_dlc17_bst_special_settlement_konquata_4	wh_dlc03_bst_inf_gor_herd_1
194055	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_gor_herd_1
194056	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_mon_giant_0
194057	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_ungor_raiders_0
194058	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_gor_herd_1
194059	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_bestigor_herd_0
194060	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_minotaurs_2
194061	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_bestigor_herd_0
194062	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_centigors_2
194063	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_gor_herd_1
194064	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_bestigor_herd_0
194065	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_centigors_2
194066	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_gor_herd_1
194067	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_minotaurs_2
194068	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_inf_ungor_raiders_0
194069	wh2_dlc17_bst_special_settlement_konquata_5	wh_dlc03_bst_mon_giant_0
